Sentiment,Tweets
1,"a heads up to any followers who may want to chat to me; i dont just give my number out

received an email or two asking for it and had to decline its personal id rather not"
0,Going to get rid of my Kirstie Alley hair later 
1, seconds in and i already want to fucking disappear 
1, silence i simply suggested we let it be its been over a month now since it was leaked but still want to to see evidence that he did these things and not just talking about it
1,"mz ive done my research bro i wouldnt do it if i was gonna kill myself lol 
i started off with just a hour fast then i went up to now im at - 
& only do the hour fasts when i eat like shit the day before"
1,when i go another year without killing myself 
0,@YouScentMe yea I just kinda made this new blog so follow me back 
0,@Amy440 well well well...look who it is  welcome to this crazy twitter world...hahahha
0,@ShannonRenee 
0,Survived the night time gherkins.  Heads swimming with ideas this morning.  Only a few of them are actually workable. Time to get busy! 
1,taylors lil laugh at the end of stay stay stay adds ten years to my life every single time i hear it
0,Bed time! 
1,this goblin slayer fire as fuck bro now i need to die in my sleep so i donâ€™t have to go to work letâ€™s hope!
1,im so tired of being alone
0,Up early for a change! (beats getting up in the afternoon) 
0,@ijustine the gym is an awesome place! work it out 
0,[-O] Varujan Pambuccian is rocking da house at the Information Security in Web 2.0 Era conference  http://tinyurl.com/cnlsz3
0,watching comedian Nick Griffin.&quot;Life is difficult that's why I love sleeping.It's like temporary suicide..but you wake up refreshed.&quot;  
1,now i really donâ€™t want to be alive anymore 
0,@tkofthewildboyz what genre 
1,one of the things that i hate about myself is im really bad at hiding feelings
1, it will be much more hurtful if he lets them get away with it human life isnâ€™t worth much in saudi arabia but will be quite worthless is sanctions donâ€™t follow in this case and america will be less safe too if the president condones this
1,"one day im gone make a thread about this great man i respect today he said ""i dont want to be a millionaire or famous"
1, im laughing so hard this is too much for my poor heart to handle omg i love this fandom its so amusing so good this entire fandom is the comic relief of my life lmao
0,@cartman +1 
1,bitch thank you i want to stay and work on our marriage but then youre right theres other days i want it to just be over staying is so painful it has gotten better im just having a bad day
0,made my way to Amsterdam. the closer you get to this place the worse people drive... they need to make a scientific study of this... 
0,Almost 11 ... I wonder what frank has as a suprise for us 
0,@willcarling How's the ski jumping going? Have you beat the missus yet? 
0,"@philpeace Half caff skinny fairtrade pure Ethiopian latte, easy on the foam, extra hot please "
1, iâ€™m well aware of the mental health problem stop blurting out buzz responses you do realize that thereâ€™s many more people who have suicidal thoughts than successfully commit suicide or attempt being suicidal and committing suicide isnâ€™t a to ratio bewell
1,literally canâ€™t do this anymore
1, hey i just wanted to thank you from the bottom of my heart for bringing back he meant a lot to me growing up and itâ€™s great to see the respect he deserves through your wonderful service shudder may the drive in never die!
0,hahaha  how is everyone?
0,@RevImhotep Allo mate! DoomFerret put me onto your twitter id 
0,besties staying tonite  !!
1," could wake up with amnesia 
and forget about the stupid little things 
like the way it felt to fall asleep next to you 
and the memories i never can escape 
cause im not fine at all 
no im really not fine at all 
tell me this is just a dream 
cause "
1,"bm watching us seal it in game in a bar in la would be pretty sweet though
iâ€™d end up stabbed or beaten to death though
wouldnâ€™t be able to keep my mouth shut"
0,@chrisgarrett I'm up for it! can't wait to here more details 
0,@Ed_Westwick Hey Ed  How's it going?
1, stop crying about biafra omo yoruba yorubas will continue to worship fulanis even when abiola was killed they couldnt do anything that was enough to end this fake marriage called nigeria theyre celebrating posthumous gcfr award now biafra will continue to be ur nightmare
0,Windows 7 .. Rather Impressive !!!  Creating New OEM Branding And Answer Files to Test ! Installation Times Are Really Fast !!  
0,ok... headed to bed. tomorrow I open shop for freddy and eddy 
1,"im not the smartest person in the world but im the most devoted determined committed person to his making his dreams come true life without the realisation of my dreams isnt a life worth living
dare dream persistence"
1,or maybe u dont have a car and u pray and ask god for a car youll end up with a malibu w k mile now u ungrateful cause u dont want to drive it but u wanted a car
0,"@joannazuniga: oh i think you mentioned this cousin na before.  (i think).  anyway, let me know which scene so i can look for him too. "
0,"is loving the sunshine, loving having slept, loving life in general "
0,@Starrbby when u move back to jersey its gonna be better 
1,youre much of an attention slut you send hate questions to yourself and then people compliment you â€” ya gama a battalo teb ato hate ashan anon thinks iâ€™m sending them to myself s 
0,"OK..one hour and counting, 4 days off and going to enjoy every minute of it! hair done, spa, kickboxing, hiking!!! ahhh can't wait  "
1, for the last couple months i was always hoping youâ€™d come around when you showed up at the coffee shop i was hoping youâ€™d be around more from there on but you werenâ€™t and i was to afraid to call cause i figured you didnâ€™t want me in your life anymore but then
0,going to sleep! twitter has been on drugs today. Nighty night! 
0,@airplanemancf you are so right  thanks for that. Always nice to have some positive people around!
1,i feel like talking to my parents about marijuana is so pointless because in their world if you smoke weed once youâ€™ll become addicted and fuck up your life to the point that youâ€™ll end up in the streets 
1,every time i think i did great sth comes up at the end of the day and now iâ€™m so close to smashing my head in the wall and end this life
0,@Jayme1988 Aw well aint u lovely  how u doin today hun?
0,@DJ_VIC yeah I did I've learnt Feel Good Inc. When you were young. Rock you like a hurricane. And now I'm learning Killing The Name of 
1,i completely forgot to update on this interesting saga but my back pain disappeared a while ago i conclude that i must have pulled a muscle and it hurt like a bitch for weeks but thatâ€™s done and over with the end thank you for joining me on this journey 
